ID,Conflict,Side,Participant ID,War_ID
649,Cheyenne War,Opponents,302,49.0
650,Sheepeater Indian War,Opponents,293,50.0
651,Victorio's War,Opponents,269,51.0
652,White River War,Opponents,270,52.0
653,Egyptian Expedition,Opponents,162,53.0
654,Crow War,Opponents,313,54.0
655,Ghost Dance War,Opponents,24,55.0
656,Garza War,Opponents,314,56.0
657,Yaqui Wars,Opponents,315,57.0
658,Yaqui Wars,Opponents,316,57.0
659,Yaqui Wars,Opponents,317,57.0
660,Second Samoan Civil War,Opponents,318,58.0
661,Second Samoan Civil War,Opponents,56,58.0
662,Spanish-American War,Opponents,168,59.0
663,Spanish-American War,Opponents,60,59.0
664,Spanish-American War,Opponents,319,59.0
665,Spanish-American War,Opponents,124,59.0
666,Spanish-American War,Opponents,320,59.0
667,Philippine-American War,Opponents,321,60.0
668,Philippine-American War,Opponents,322,60.0
669,Philippine-American War,Opponents,323,60.0
670,Philippine-American War,Opponents,324,60.0
671,Philippine-American War,Opponents,325,60.0
672,Philippine-American War,Opponents,326,60.0
673,Philippine-American War,Opponents,327,60.0
674,Moro Rebellion,Opponents,328,61.0
675,Moro Rebellion,Opponents,329,61.0
676,Boxer Rebellion,Opponents,330,62.0
677,Boxer Rebellion,Opponents,331,62.0
678,Crazy Snake's War,Opponents,332,63.0
679,Mexican Border War,Opponents,38,64.0
680,Mexican Border War,Opponents,333,64.0
681,Little Race War,Opponents,334,65.0
682,United States occupation of Nicaragua,Opponents,335,66.0
683,United States occupation of Nicaragua,Opponents,336,66.0
684,Bluff War,Opponents,270,67.0
685,Bluff War,Opponents,292,67.0
686,United States occupation of Veracruz,Opponents,38,68.0
687,United States occupation of Veracruz,Opponents,333,68.0
688,United States occupation of Veracruz,Opponents,57,68.0
689,United States occupation of Haiti,Opponents,337,69.0
690,United States occupation of the Dominican Republic,Opponents,338,70.0
691,World War I,Opponents,56,71.0
692,World War I,Opponents,58,71.0
693,World War I,Opponents,339,71.0
694,World War I,Opponents,340,71.0
695,Russian Civil War,Opponents,341,72.0
696,Russian Civil War,Opponents,342,72.0
697,Russian Civil War,Opponents,343,72.0
698,Russian Civil War,Opponents,82,72.0
699,Russian Civil War,Opponents,84,72.0
700,Russian Civil War,Opponents,85,72.0
701,Posey War,Opponents,270,73.0
702,Posey War,Opponents,292,73.0
703,World War II,Opponents,344,74.0
704,World War II,Opponents,54,74.0
705,World War II,Opponents,57,74.0
706,World War II,Opponents,345,74.0
707,World War II,Opponents,346,74.0
708,World War II,Opponents,68,74.0
709,World War II,Opponents,340,74.0
710,World War II,Opponents,347,74.0
711,World War II,Opponents,348,74.0
712,World War II,Opponents,349,74.0
713,World War II,Opponents,350,74.0
714,World War II,Opponents,127,74.0
715,World War II,Opponents,351,74.0
716,World War II,Opponents,352,74.0
717,Korean War,Opponents,353,75.0
718,Korean War,Opponents,94,75.0
719,Korean War,Opponents,354,75.0
720,Korean War,Opponents,355,75.0
721,Korean War,Opponents,99,75.0
722,Korean War,Opponents,356,75.0
723,Korean War,Opponents,357,75.0
724,Korean War,Opponents,358,75.0
725,Korean War,Opponents,359,75.0
726,Korean War,Opponents,117,75.0
727,Vietnam War,Opponents,360,76.0
728,Vietnam War,Opponents,361,76.0
729,Vietnam War,Opponents,362,76.0
730,Vietnam War,Opponents,363,76.0
731,Vietnam War,Opponents,94,76.0
732,Vietnam War,Opponents,354,76.0
733,Vietnam War,Opponents,353,76.0
734,Vietnam War,Opponents,355,76.0
735,Vietnam War,Opponents,364,76.0
736,Vietnam War,Opponents,356,76.0
737,Vietnam War,Opponents,357,76.0
738,Vietnam War,Opponents,365,76.0
739,Vietnam War,Opponents,359,76.0
740,Vietnam War,Opponents,60,76.0
741,Laotian Civil War,Opponents,362,77.0
742,Laotian Civil War,Opponents,360,77.0
743,Laotian Civil War,Opponents,366,77.0
744,Laotian Civil War,Opponents,354,77.0
745,Laotian Civil War,Opponents,367,77.0
746,Laotian Civil War,Opponents,364,77.0
747,Laotian Civil War,Opponents,365,77.0
748,Laotian Civil War,Opponents,60,77.0
749,Permesta Rebellion,Opponents,214,78.0
750,Lebanon crisis,Opponents,368,79.0
751,Lebanon crisis,Opponents,369,79.0
752,Lebanon crisis,Opponents,370,79.0
753,Bay of Pigs Invasion,Opponents,60,80.0
754,Dominican Civil War,Opponents,371,81.0
755,Korean DMZ Conflict,Opponents,353,82.0
756,Cambodian Civil War,Opponents,372,83.0
757,Cambodian Civil War,Opponents,363,83.0
758,Cambodian Civil War,Opponents,373,83.0
759,Cambodian Civil War,Opponents,374,83.0
760,Cambodian Civil War,Opponents,360,83.0
761,Cambodian Civil War,Opponents,375,83.0
762,Cambodian Civil War,Opponents,366,83.0
763,Cambodian Civil War,Opponents,354,83.0
764,Cambodian Civil War,Opponents,353,83.0
765,Cambodian Civil War,Opponents,364,83.0
766,Cambodian Civil War,Opponents,365,83.0
767,Cambodian Civil War,Opponents,60,83.0
768,Multinational intervention in Lebanon,Opponents,376,84.0
769,Multinational intervention in Lebanon,Opponents,377,84.0
770,Multinational intervention in Lebanon,Opponents,378,84.0
771,Multinational intervention in Lebanon,Opponents,379,84.0
772,Multinational intervention in Lebanon,Opponents,380,84.0
773,Multinational intervention in Lebanon,Opponents,381,84.0
774,Multinational intervention in Lebanon,Opponents,382,84.0
775,Multinational intervention in Lebanon,Opponents,383,84.0
776,Multinational intervention in Lebanon,Opponents,163,84.0
777,Multinational intervention in Lebanon,Opponents,384,84.0
778,Multinational intervention in Lebanon,Opponents,161,84.0
779,Multinational intervention in Lebanon,Opponents,189,84.0
780,Multinational intervention in Lebanon,Opponents,166,84.0
781,Multinational intervention in Lebanon,Opponents,239,84.0
782,Multinational intervention in Lebanon,Opponents,385,84.0
783,United States invasion of Grenada,Opponents,386,85.0
784,United States invasion of Grenada,Opponents,60,85.0
785,United States invasion of Grenada,Opponents,387,85.0
786,United States invasion of Grenada,Opponents,388,85.0
787,United States invasion of Grenada,Opponents,367,85.0
788,United States invasion of Grenada,Opponents,239,85.0
789,Bombing of Libya,Opponents,239,86.0
790,Tanker War,Opponents,379,87.0
791,United States invasion of Panama,Opponents,389,88.0
792,Gulf War,Opponents,197,89.0
793,Iraqi No-Fly Zone Enforcement Operations,Opponents,197,90.0
794,First U.S. Intervention in the Somali Civil War,Opponents,390,91.0
795,Bosnian WarandCroatian War,Opponents,391,
796,Bosnian WarandCroatian War,Opponents,392,
797,Bosnian WarandCroatian War,Opponents,393,
798,Intervention in Haiti,Opponents,63,93.0
799,Kosovo War,Opponents,394,94.0
800,War in Afghanistan,Opponents,395,95.0
801,War in Afghanistan,Opponents,396,95.0
802,War in Afghanistan,Opponents,397,95.0
803,War in Afghanistan,Opponents,398,95.0
804,War in Afghanistan,Opponents,399,95.0
805,War in Afghanistan,Opponents,400,95.0
806,War in Afghanistan,Opponents,401,95.0
807,War in Afghanistan,Opponents,402,95.0
808,War in Afghanistan,Opponents,403,95.0
809,War in Afghanistan,Opponents,404,95.0
810,US intervention in Yemen,Opponents,405,96.0
811,Iraq War,Opponents,406,97.0
812,Iraq War,Opponents,407,97.0
813,Iraq War,Opponents,408,97.0
814,Iraq War,Opponents,409,97.0
815,Iraq War,Opponents,410,97.0
816,Iraq War,Opponents,411,97.0
817,Iraq War,Opponents,412,97.0
818,Iraq War,Opponents,413,97.0
819,Iraq War,Opponents,414,97.0
820,Iraq War,Opponents,415,97.0
821,Iraq War,Opponents,416,97.0
822,Iraq War,Opponents,417,97.0
823,Iraq War,Opponents,418,97.0
824,Iraq War,Opponents,419,97.0
825,Iraq War,Opponents,420,97.0
826,US intervention in the War in North-West Pakistan,Opponents,421,
827,US intervention in the War in North-West Pakistan,Opponents,422,
828,US intervention in the War in North-West Pakistan,Opponents,423,
829,US intervention in the War in North-West Pakistan,Opponents,397,
830,US intervention in the War in North-West Pakistan,Opponents,424,
831,US intervention in the War in North-West Pakistan,Opponents,425,
832,US intervention in the War in North-West Pakistan,Opponents,426,
833,US intervention in the War in North-West Pakistan,Opponents,427,
834,US intervention in the War in North-West Pakistan,Opponents,428,
835,US intervention in the War in North-West Pakistan,Opponents,429,
836,Second US Intervention in the Somali Civil War,Opponents,430,99.0
837,Second US Intervention in the Somali Civil War,Opponents,431,99.0
838,Second US Intervention in the Somali Civil War,Opponents,432,99.0
839,Second US Intervention in the Somali Civil War,Opponents,433,99.0
840,Operation Ocean Shield,Opponents,434,100.0
841,International intervention in Libya,Opponents,435,101.0
842,International intervention in Libya,Opponents,436,101.0
843,International intervention in Libya,Opponents,437,101.0
844,International intervention in Libya,Opponents,438,101.0
845,International intervention in Libya,Opponents,439,101.0
846,International intervention in Libya,Opponents,440,101.0
847,International intervention in Libya,Opponents,441,101.0
848,International intervention in Libya,Opponents,442,101.0
849,Operation Observant Compass,Opponents,443,102.0
850,US military intervention in Niger,Opponents,444,103.0
851,US military intervention in Niger,Opponents,445,103.0
852,US military intervention in Niger,Opponents,446,103.0
853,US military intervention in Niger,Opponents,447,103.0
854,US military intervention in Niger,Opponents,448,103.0
855,US military intervention in Niger,Opponents,449,103.0
856,US military intervention in Niger,Opponents,450,103.0
857,US-led intervention in Iraq,Opponents,451,104.0
858,US-led intervention in Iraq,Opponents,452,104.0
859,US intervention in the Syrian civil war,Opponents,446,105.0
860,US intervention in the Syrian civil war,Opponents,453,105.0
861,US intervention in the Syrian civil war,Opponents,454,105.0
862,US intervention in the Syrian civil war,Opponents,455,105.0
863,US intervention in the Syrian civil war,Opponents,456,105.0
864,US intervention in the Syrian civil war,Opponents,457,105.0
865,US intervention in the Syrian civil war,Opponents,458,105.0
866,US intervention in the Syrian civil war,Opponents,459,105.0
867,US intervention in the Syrian civil war,Opponents,460,105.0
868,US intervention in the Syrian civil war,Opponents,461,105.0
869,US intervention in the Syrian civil war,Opponents,462,105.0
870,US intervention in the Syrian civil war,Opponents,463,105.0
871,US intervention in the Syrian civil war,Opponents,379,105.0
872,US intervention in the Syrian civil war,Opponents,464,105.0
873,US intervention in Libya,Opponents,465,106.0
874,US intervention in Libya,Opponents,466,106.0
875,Operation Prosperity Guardian,Opponents,467,107.0
876,Operation Prosperity Guardian,Opponents,468,107.0
877,Operation Prosperity Guardian,Opponents,469,107.0
